"pollscore","numeric_grade","duration","sample_size","population","party","hypothetical","internal","pct"
-1.1,2.9,5,1000,"rv","REP","true","true",49.7
-1.1,2.9,5,1000,"rv","DEM","true","true",39.1
-1.1,2.9,5,1000,"rv","REP","true","true",42.1
-1.1,2.9,5,1000,"rv","IND","true","true",7.2
-1.1,2.9,5,1000,"rv","IND","true","true",1.7
-1.1,2.9,5,1000,"rv","GRE","true","true",1.6
-1.1,2.9,5,1000,"rv","DEM","true","true",49.3
-1.1,2.9,5,1000,"rv","REP","true","true",50.7
-1.1,2.9,5,1000,"rv","DEM","true","true",41.9
-1.1,2.9,5,1000,"rv","REP","true","true",44
-1.1,2.9,5,1000,"rv","IND","true","true",5.2
-1.1,2.9,5,1000,"rv","IND","true","true",1.2
-1.1,2.9,5,1000,"rv","GRE","true","true",0.8
-1.1,2.9,5,1000,"rv","DEM","true","true",51
-1.1,2.9,5,1000,"rv","REP","true","true",49
-1.1,2.9,5,1000,"rv","DEM","true","true",40.9
-1.1,2.9,5,1000,"rv","REP","true","true",41.6
-1.1,2.9,5,1000,"rv","IND","true","true",6.3
-1.1,2.9,5,1000,"rv","IND","true","true",0.7
-1.1,2.9,5,1000,"rv","GRE","true","true",1.1
-1.1,2.9,5,1000,"rv","DEM","true","true",48.9
-1.1,2.9,5,1000,"rv","REP","true","true",51.1
-1.1,2.9,5,1000,"rv","DEM","true","true",42.2
-1.1,2.9,5,1000,"rv","REP","true","true",44.8
-1.1,2.9,5,1000,"rv","IND","true","true",4.9
-1.1,2.9,5,1000,"rv","IND","true","true",0.2
-1.1,2.9,5,1000,"rv","GRE","true","true",0.9
-1.1,2.9,5,1000,"rv","DEM","true","true",48.7
-1.1,2.9,5,1000,"rv","REP","true","true",51.3
-1.1,2.9,5,1000,"rv","DEM","true","true",42
-1.1,2.9,5,1000,"rv","REP","true","true",43.8
-1.1,2.9,5,1000,"rv","IND","true","true",6.1
-1.1,2.9,5,1000,"rv","IND","true","true",0.4
-1.1,2.9,5,1000,"rv","GRE","true","true",0.8
-1.1,2.9,5,1000,"rv","DEM","true","true",47.7
-1.1,2.9,5,1000,"rv","REP","true","true",52.3
-1.1,2.9,5,1000,"rv","DEM","true","true",37.4
-1.1,2.9,5,1000,"rv","REP","true","true",44.9
-1.1,2.9,5,1000,"rv","IND","true","true",5.9
-1.1,2.9,5,1000,"rv","IND","true","true",1.4
-1.1,2.9,5,1000,"rv","GRE","true","true",0.9
-0.3,1.7,6,600,"lv","DEM","true","true",45
-0.3,1.7,6,600,"lv","REP","true","true",48
-0.3,1.7,6,600,"lv","DEM","true","true",37
-0.3,1.7,6,600,"lv","REP","true","true",44
-0.3,1.7,6,600,"lv","IND","true","true",10
-0.3,1.7,6,600,"lv","GRE","true","true",1
-0.3,1.7,6,600,"lv","LIB","true","true",1
0.4,1.8,1,1148,"lv","DEM","true","true",41
0.4,1.8,1,1148,"lv","REP","true","true",41
0.4,1.8,1,1148,"lv","IND","true","true",7
-0.3,1.9,2,4000,"rv","DEM","true","true",44
-0.3,1.9,2,4000,"rv","REP","true","true",43
-1.1,2.8,3,1095,"rv","DEM","true","false",43
-1.1,2.8,3,1095,"rv","REP","true","false",42
-1.1,2.8,3,1095,"rv","IND","true","false",10
-1.1,2.8,3,1095,"rv","IND","true","false",2
-1.1,2.8,3,1095,"rv","GRE","true","false",2
-1.1,2.8,3,1095,"rv","DEM","true","false",50
-1.1,2.8,3,1095,"rv","REP","true","false",48
-0.8,2.7,5,805,"rv","DEM","true","true",47
-0.8,2.7,5,805,"rv","REP","true","true",39
-0.1,2.1,10,2000,"rv","DEM","true","true",41
-0.1,2.1,10,2000,"rv","REP","true","true",42
-0.1,2.1,10,2000,"rv","IND","true","true",8
-0.3,1.9,2,10132,"rv","DEM","true","true",44
-0.3,1.9,2,10132,"rv","REP","true","true",43
-1.3,2.8,4,626,"lv","DEM","true","true",47
-1.3,2.8,4,626,"lv","REP","true","true",41
-0.3,1.9,2,4000,"rv","DEM","true","true",44
-0.3,1.9,2,4000,"rv","REP","true","true",43
0,1.4,1,555,"v","DEM","true","true",48
0,1.4,1,555,"v","REP","true","true",41
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",43
-1.1,3,3,1011,"rv","DEM","true","true",41
-1.1,3,3,1011,"rv","REP","true","true",39
-1.1,3,3,1011,"rv","IND","true","true",3
-1.1,3,3,1011,"rv","GRE","true","true",1
-1.1,3,3,1011,"rv","IND","true","true",1
-1.2,2.8,5,632,"lv","DEM","true","true",32
-1.2,2.8,5,632,"lv","REP","true","true",50
-1.2,2.8,5,632,"lv","IND","true","true",9
-1.2,2.8,5,632,"lv","LIB","true","true",2
0.6,1.4,9,1450,"lv","DEM","true","false",40
0.6,1.4,9,1450,"lv","REP","true","false",33
0.6,1.4,9,1450,"lv","IND","true","false",12
-0.3,1.9,2,4000,"rv","DEM","true","true",44
-0.3,1.9,2,4000,"rv","REP","true","true",43
0.3,1.6,2,500,"lv","DEM","true","true",37
0.3,1.6,2,500,"lv","REP","true","true",57
-0.9,2.8,0,930,"rv","DEM","true","true",39
-0.9,2.8,0,930,"rv","REP","true","true",41
-0.9,2.8,0,1119,"a","DEM","true","true",34
-0.9,2.8,0,1119,"a","REP","true","true",36
-0.9,2.8,0,1119,"a","DEM","true","true",32
-0.9,2.8,0,1119,"a","REP","true","true",33
-0.9,2.8,0,1119,"a","IND","true","true",10
-0.9,2.8,0,930,"rv","DEM","true","true",37
-0.9,2.8,0,930,"rv","REP","true","true",38
-0.9,2.8,0,930,"rv","IND","true","true",10
0.3,1.1,1,851,"lv","DEM","true","true",41
0.3,1.1,1,851,"lv","REP","true","true",41
0.3,1.1,1,851,"lv","IND","true","true",7
0.4,1.8,1,1141,"lv","DEM","true","true",41
0.4,1.8,1,1141,"lv","REP","true","true",40
0.4,1.8,1,1141,"lv","IND","true","true",7
-0.8,2.7,2,1013,"lv","DEM","true","true",48
-0.8,2.7,2,1013,"lv","REP","true","true",47
-0.8,2.7,2,1013,"lv","DEM","true","true",42
-0.8,2.7,2,1013,"lv","REP","true","true",43
-0.8,2.7,2,1013,"lv","IND","true","true",7
-0.8,2.7,2,1013,"lv","GRE","true","true",2
-0.8,2.7,2,1013,"lv","IND","true","true",2
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.9,2.9,2,1184,"rv","DEM","true","false",49
-0.9,2.9,2,1184,"rv","REP","true","false",49
-0.9,2.9,2,1184,"rv","DEM","true","false",41
-0.9,2.9,2,1184,"rv","REP","true","false",42
-0.9,2.9,2,1184,"rv","IND","true","false",11
-0.9,2.9,2,1184,"rv","IND","true","false",3
-0.9,2.9,2,1184,"rv","GRE","true","false",1
-0.9,2.9,2,1184,"rv","LIB","true","false",1
-1.1,3,2,1399,"rv","DEM","true","true",40
-1.1,3,2,1399,"rv","REP","true","true",42
-1.1,3,2,1399,"rv","IND","true","true",3
-1.1,3,2,1399,"rv","IND","true","true",1
-1.1,3,2,1399,"rv","GRE","true","true",1
1.6,0.5,2,600,"lv","DEM","true","true",37
1.6,0.5,2,600,"lv","REP","true","true",41
1.6,0.5,2,600,"lv","IND","true","true",7
1.6,0.5,2,600,"lv","IND","true","true",2
1.6,0.5,2,600,"lv","GRE","true","true",2
1.6,0.5,2,600,"lv","LIB","true","true",0.6
1.6,0.5,2,600,"lv","DEM","true","true",39
1.6,0.5,2,600,"lv","REP","true","true",44
1.6,0.5,2,600,"lv","GRE","true","true",5
1.6,0.5,2,600,"lv","LIB","true","true",1
1.6,0.5,2,600,"lv","DEM","true","true",45
1.6,0.5,2,600,"lv","REP","true","true",47
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.2,2.4,3,1140,"rv","DEM","true","true",45
-0.2,2.4,3,1140,"rv","REP","true","true",45
0.4,1.8,3,430,"lv","DEM","true","true",38
0.4,1.8,3,430,"lv","REP","true","true",40
0.4,1.8,3,430,"lv","IND","true","true",6
0.4,1.8,3,430,"lv","LIB","true","true",0
0.4,1.8,3,430,"lv","GRE","true","true",1
0.4,1.8,3,432,"lv","DEM","true","true",37
0.4,1.8,3,432,"lv","REP","true","true",43
0.4,1.8,3,432,"lv","IND","true","true",7
0.4,1.8,3,432,"lv","LIB","true","true",1
0.4,1.8,3,432,"lv","GRE","true","true",1
0.4,1.8,3,471,"lv","DEM","true","true",39
0.4,1.8,3,471,"lv","REP","true","true",44
0.4,1.8,3,471,"lv","IND","true","true",6
0.4,1.8,3,471,"lv","LIB","true","true",0
0.4,1.8,3,471,"lv","GRE","true","true",0
0.4,1.8,3,594,"lv","DEM","true","true",36
0.4,1.8,3,594,"lv","REP","true","true",37
0.4,1.8,3,594,"lv","IND","true","true",8
0.4,1.8,3,594,"lv","LIB","true","true",1
0.4,1.8,3,594,"lv","GRE","true","true",1
0.4,1.8,3,534,"lv","DEM","true","true",40
0.4,1.8,3,534,"lv","REP","true","true",43
0.4,1.8,3,534,"lv","IND","true","true",7
0.4,1.8,3,534,"lv","LIB","true","true",0
0.4,1.8,3,534,"lv","GRE","true","true",1
0.4,1.8,3,456,"lv","DEM","true","true",42
0.4,1.8,3,456,"lv","REP","true","true",44
0.4,1.8,3,456,"lv","IND","true","true",5
0.4,1.8,3,456,"lv","LIB","true","true",0
0.4,1.8,3,456,"lv","GRE","true","true",1
0.2,1.5,4,600,"lv","DEM","true","true",44
0.2,1.5,4,600,"lv","REP","true","true",48
0.2,1.5,4,600,"lv","DEM","true","true",37
0.2,1.5,4,600,"lv","REP","true","true",45
0.2,1.5,4,600,"lv","IND","true","true",8
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.2,2.4,3,1031,"a","DEM","true","true",30
-0.2,2.4,3,1031,"a","REP","true","true",33
-0.2,2.4,3,1031,"a","IND","true","true",10
0.2,1.6,5,500,"lv","DEM","true","true",44
0.2,1.6,5,500,"lv","REP","true","true",44
0.2,1.6,5,500,"lv","IND","true","true",5
0.2,1.6,5,500,"lv","IND","true","true",0
0.2,1.6,5,500,"lv","GRE","true","true",0
0,0,1,883,"rv","DEM","true","false",42
0,0,1,883,"rv","REP","true","false",46
0,0,1,771,"lv","DEM","true","false",43
0,0,1,771,"lv","REP","true","false",49
0,0,1,883,"rv","DEM","true","false",37
0,0,1,883,"rv","REP","true","false",43
0,0,1,883,"rv","IND","true","false",10
0,0,1,771,"lv","DEM","true","false",40
0,0,1,771,"lv","REP","true","false",45
0,0,1,771,"lv","IND","true","false",8
-0.3,1.9,2,10260,"rv","DEM","true","true",44
-0.3,1.9,2,10260,"rv","REP","true","true",43
1.7,1.2,2,2026,"a","DEM","true","false",33.7
1.7,1.2,2,2026,"a","REP","true","false",36.4
1.7,1.2,2,2026,"a","IND","true","false",9.7
1.7,1.2,2,2026,"a","IND","true","false",1.5
1.7,1.2,2,1625,"rv","DEM","true","false",38.7
1.7,1.2,2,1625,"rv","REP","true","false",40.3
1.7,1.2,2,1625,"rv","IND","true","false",8.3
1.7,1.2,2,1625,"rv","IND","true","false",1.5
1.7,1.2,2,1423,"lv","DEM","true","false",42.5
1.7,1.2,2,1423,"lv","REP","true","false",42.2
1.7,1.2,2,1423,"lv","IND","true","false",7.4
1.7,1.2,2,1423,"lv","IND","true","false",1.4
0.1,1.1,3,1050,"lv","DEM","true","true",36
0.1,1.1,3,1050,"lv","REP","true","true",46
-1.1,3,9,1200,"rv","DEM","true","true",34
-1.1,3,9,1200,"rv","REP","true","true",43
-1.1,3,9,1200,"rv","IND","true","true",8
-1.1,3,9,1200,"rv","GRE","true","true",2
-1.1,3,9,1200,"rv","IND","true","true",2
-1.1,3,9,1200,"rv","LIB","true","true",0
-1.1,3,9,1200,"rv","DEM","true","true",39
-1.1,3,9,1200,"rv","REP","true","true",46
-0.3,1.9,2,4000,"rv","DEM","true","true",44
-0.3,1.9,2,4000,"rv","REP","true","true",44
-1.1,3,2,1359,"lv","DEM","true","true",49
-1.1,3,2,1359,"lv","REP","true","true",50
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.1,1.5,3,857,"rv","DEM","true","true",25
-0.1,1.5,3,857,"rv","REP","true","true",57
-0.1,1.5,3,857,"rv","DEM","true","true",20
-0.1,1.5,3,857,"rv","REP","true","true",49
-0.1,1.5,3,857,"rv","IND","true","true",20
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-1.1,2.1,2,1500,"lv","DEM","true","true",44.5
-1.1,2.1,2,1500,"lv","REP","true","true",46.5
-1.1,2.1,2,1500,"lv","DEM","true","true",38.4
-1.1,2.1,2,1500,"lv","REP","true","true",41.2
-1.1,2.1,2,1500,"lv","IND","true","true",8.4
-1.1,2.1,2,1500,"lv","GRE","true","true",1.8
-1.1,2.1,2,1500,"lv","IND","true","true",2.3
-1.1,3,3,1239,"rv","DEM","true","true",46
-1.1,3,3,1239,"rv","REP","true","true",44
-1.1,3,3,1239,"rv","DEM","true","true",42
-1.1,3,3,1239,"rv","REP","true","true",43
-0.9,2.9,3,1137,"rv","DEM","true","false",41
-0.9,2.9,3,1137,"rv","REP","true","false",48
-0.9,2.9,3,1137,"rv","IND","true","false",5
-0.9,2.9,3,1137,"rv","IND","true","false",0
-0.9,2.9,3,1137,"rv","GRE","true","false",1
-0.9,2.9,3,1137,"rv","LIB","true","false",1
-0.9,2.9,3,1181,"rv","DEM","true","false",45
-0.9,2.9,3,1181,"rv","REP","true","false",47
-0.9,2.9,3,1181,"rv","IND","true","false",3
-0.9,2.9,3,1181,"rv","IND","true","false",1
-0.9,2.9,3,1181,"rv","GRE","true","false",1
-0.9,2.9,3,1181,"rv","LIB","true","false",0
-0.4,2.3,3,3000,"rv","DEM","true","true",42
-0.4,2.3,3,3000,"rv","REP","true","true",43
-1.1,2.9,1,1000,"rv","DEM","true","true",50.2
-1.1,2.9,1,1000,"rv","REP","true","true",49.8
-1.1,2.9,1,1000,"rv","DEM","true","true",38.4
-1.1,2.9,1,1000,"rv","REP","true","true",44.4
-1.1,2.9,1,1000,"rv","IND","true","true",5.9
-1.1,2.9,1,1000,"rv","IND","true","true",1
-1.1,2.9,1,1000,"rv","GRE","true","true",1.2
-1.1,2.6,2,800,"lv","DEM","true","true",44.5
-1.1,2.6,2,800,"lv","REP","true","true",40.6
-1.1,2.6,2,800,"lv","IND","true","true",6.4
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.1,1.7,2,500,"lv","DEM","true","true",36
-0.1,1.7,2,500,"lv","REP","true","true",54
-0.5,1.8,2,600,"lv","DEM","true","true",34
-0.5,1.8,2,600,"lv","REP","true","true",42
-0.9,2,0,464,"lv","DEM","true","true",28
-0.9,2,0,464,"lv","REP","true","true",55
-0.9,2,0,464,"lv","GRE","true","true",2
-1.1,3,2,1566,"rv","DEM","true","true",42
-1.1,3,2,1566,"rv","REP","true","true",42
-1.1,3,2,1566,"rv","IND","true","true",3
-1.1,3,2,1566,"rv","IND","true","true",1
-1.1,3,2,1566,"rv","GRE","true","true",1
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.3,1.7,7,600,"lv","DEM","true","true",37
-0.3,1.7,7,600,"lv","REP","true","true",45
-0.3,1.7,7,600,"lv","IND","true","true",11
-0.3,1.7,7,600,"lv","GRE","true","true",3
-0.3,1.7,7,600,"lv","LIB","true","true",0
-0.3,1.7,7,600,"lv","DEM","true","true",44
-0.3,1.7,7,600,"lv","REP","true","true",50
0,0,12,1671,"lv","DEM","true","false",48.1
0,0,12,1671,"lv","REP","true","false",51.9
0,0,12,1775,"lv","DEM","true","false",41.6
0,0,12,1775,"lv","REP","true","false",45.4
0,0,12,1775,"lv","IND","true","false",13.1
-0.2,2.4,0,710,"lv","DEM","true","false",47.6
-0.2,2.4,0,710,"lv","REP","true","false",48.2
-0.2,2.4,0,710,"lv","DEM","true","false",45.1
-0.2,2.4,0,710,"lv","REP","true","false",46.3
-0.2,2.4,0,710,"lv","IND","true","false",3.3
-0.2,2.4,0,710,"lv","GRE","true","false",0.5
-0.2,2.4,0,710,"lv","IND","true","false",1.1
-1.1,2.8,2,1107,"rv","DEM","true","false",48
-1.1,2.8,2,1107,"rv","REP","true","false",48
-1.1,2.8,2,1107,"rv","DEM","true","false",42
-1.1,2.8,2,1107,"rv","REP","true","false",41
-1.1,2.8,2,1107,"rv","IND","true","false",9
-1.1,2.8,2,1107,"rv","IND","true","false",2
-1.1,2.8,2,1107,"rv","GRE","true","false",2
-1.1,2.8,2,1075,"rv","DEM","true","false",46
-1.1,2.8,2,1075,"rv","REP","true","false",50
-1.1,2.8,2,1075,"rv","DEM","true","false",40
-1.1,2.8,2,1075,"rv","REP","true","false",47
-1.1,2.8,2,1075,"rv","IND","true","false",7
-1.1,2.8,2,1075,"rv","IND","true","false",2
-1.1,2.8,2,1075,"rv","GRE","true","false",1
-1.1,2.8,2,1069,"rv","DEM","true","false",45
-1.1,2.8,2,1069,"rv","REP","true","false",50
-1.1,2.8,2,1069,"rv","DEM","true","false",40
-1.1,2.8,2,1069,"rv","REP","true","false",45
-1.1,2.8,2,1069,"rv","IND","true","false",7
-1.1,2.8,2,1069,"rv","IND","true","false",2
-1.1,2.8,2,1069,"rv","GRE","true","false",2
-1.1,2.8,2,1095,"rv","DEM","true","false",46
-1.1,2.8,2,1095,"rv","REP","true","false",51
-1.1,2.8,2,1095,"rv","DEM","true","false",41
-1.1,2.8,2,1095,"rv","REP","true","false",46
-1.1,2.8,2,1095,"rv","IND","true","false",8
-1.1,2.8,2,1095,"rv","IND","true","false",1
-1.1,2.8,2,1095,"rv","GRE","true","false",1
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.5,2.6,3,1332,"rv","DEM","true","true",43
-0.5,2.6,3,1332,"rv","REP","true","true",48
-0.5,2.8,4,1203,"rv","DEM","true","true",44
-0.5,2.8,4,1203,"rv","REP","true","true",49
-0.5,2.8,4,1203,"rv","DEM","true","true",37
-0.5,2.8,4,1203,"rv","REP","true","true",43
-0.5,2.8,4,1203,"rv","IND","true","true",8
-0.5,2.8,4,1203,"rv","IND","true","true",3
-0.5,2.8,4,1203,"rv","GRE","true","true",2
-0.5,2.8,4,1203,"rv","LIB","true","true",3
0.3,1.3,11,812,"lv","DEM","true","true",45
0.3,1.3,11,812,"lv","REP","true","true",40
0.3,1.3,11,812,"lv","IND","true","true",8
0.3,1.3,11,812,"lv","GRE","true","true",1
0.3,1.3,11,812,"lv","IND","true","true",2
0.3,1.3,11,812,"lv","DEM","true","true",48
0.3,1.3,11,812,"lv","REP","true","true",44
-0.3,1.9,2,10404,"rv","DEM","true","true",43
-0.3,1.9,2,10404,"rv","REP","true","true",44
0.3,1.1,4,600,"lv","DEM","true","true",41
0.3,1.1,4,600,"lv","REP","true","true",49
0.3,1.1,4,600,"lv","DEM","true","true",32
0.3,1.1,4,600,"lv","REP","true","true",44
0.3,1.1,4,600,"lv","IND","true","true",9
0.3,1.1,4,600,"lv","GRE","true","true",2
0.3,1.1,4,600,"lv","IND","true","true",3
-0.4,2.5,10,1098,"lv","DEM","true","true",55
-0.4,2.5,10,1098,"lv","REP","true","true",31
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.3,1.9,0,2200,"rv","DEM","true","true",45
-0.3,1.9,0,2200,"rv","REP","true","true",44
-0.9,2.8,1,2135,"rv","DEM","true","true",41
-0.9,2.8,1,2135,"rv","REP","true","true",39
-0.9,2.8,1,2556,"a","DEM","true","true",36
-0.9,2.8,1,2556,"a","REP","true","true",36
-0.9,2.8,1,2135,"rv","DEM","true","true",39
-0.9,2.8,1,2135,"rv","REP","true","true",37
-0.9,2.8,1,2135,"rv","IND","true","true",10
-0.9,2.8,1,2556,"a","DEM","true","true",34
-0.9,2.8,1,2556,"a","REP","true","true",33
-0.9,2.8,1,2556,"a","IND","true","true",10
-0.1,1.5,1,1006,"rv","DEM","true","true",49
-0.1,1.5,1,1006,"rv","REP","true","true",51
-0.1,1.5,1,1006,"rv","DEM","true","true",41
-0.1,1.5,1,1006,"rv","REP","true","true",43
-0.1,1.5,1,1006,"rv","IND","true","true",13
-0.1,1.5,1,1006,"rv","IND","true","true",2
-0.1,1.5,1,1006,"rv","GRE","true","true",2
0,0,1,722,"rv","DEM","true","false",45
0,0,1,722,"rv","REP","true","false",45
0,0,1,636,"lv","DEM","true","false",47
0,0,1,636,"lv","REP","true","false",46
0,0,1,722,"rv","DEM","true","false",41
0,0,1,722,"rv","REP","true","false",39
0,0,1,722,"rv","IND","true","false",11
0,0,1,636,"lv","DEM","true","false",44
0,0,1,636,"lv","REP","true","false",43
0,0,1,636,"lv","IND","true","false",8
0,0,1,1008,"rv","DEM","true","false",43
0,0,1,1008,"rv","REP","true","false",45
0,0,1,923,"lv","DEM","true","false",45
0,0,1,923,"lv","REP","true","false",47
0,0,1,1008,"rv","DEM","true","false",41
0,0,1,1008,"rv","REP","true","false",39
0,0,1,1008,"rv","IND","true","false",8
0,0,1,923,"lv","DEM","true","false",43
0,0,1,923,"lv","REP","true","false",42
0,0,1,923,"lv","IND","true","false",7
0,0,1,338,"rv","DEM","true","false",40
0,0,1,338,"rv","REP","true","false",38
0,0,1,290,"lv","DEM","true","false",40
0,0,1,290,"lv","REP","true","false",41
0,0,1,338,"rv","DEM","true","false",38
0,0,1,338,"rv","REP","true","false",31
0,0,1,338,"rv","IND","true","false",13
0,0,1,290,"lv","DEM","true","false",40
0,0,1,290,"lv","REP","true","false",35
0,0,1,290,"lv","IND","true","false",12
0.2,2,1,5893,"a","DEM","true","true",30
0.2,2,1,5893,"a","REP","true","true",34
-0.4,1.8,2,1675,"rv","DEM","true","true",41
-0.4,1.8,2,1675,"rv","REP","true","true",41
-0.4,1.8,2,1675,"rv","DEM","true","true",38
-0.4,1.8,2,1675,"rv","REP","true","true",38
-0.4,1.8,2,1675,"rv","IND","true","true",10
-0.4,1.8,2,1675,"rv","IND","true","true",1
-0.4,1.8,2,1675,"rv","GRE","true","true",2
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",45
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",45
-0.4,2.4,13,700,"a","DEM","true","false",48
-0.4,2.4,13,700,"a","REP","true","false",27
-0.4,2.4,13,700,"a","IND","true","false",9
0,0,13,10025,"a","DEM","true","true",40
0,0,13,10025,"a","REP","true","true",39
0,0,13,10025,"a","DEM","true","true",36
0,0,13,10025,"a","REP","true","true",35
0,0,13,10025,"a","IND","true","true",10
0,0,13,10025,"a","GRE","true","true",1
0,0,13,10025,"a","IND","true","true",1
0,0,13,8153,"rv","DEM","true","true",44
0,0,13,8153,"rv","REP","true","true",39
0,0,13,8153,"rv","DEM","true","true",40
0,0,13,8153,"rv","REP","true","true",36
0,0,13,8153,"rv","IND","true","true",9
0,0,13,8153,"rv","GRE","true","true",1
0,0,13,8153,"rv","IND","true","true",1
-1.1,2.9,1,1000,"rv","DEM","true","true",44.1
-1.1,2.9,1,1000,"rv","REP","true","true",37.6
-1.1,2.9,1,1000,"rv","IND","true","true",5.7
-1.1,2.9,1,1000,"rv","IND","true","true",1.5
-1.1,2.9,1,1000,"rv","GRE","true","true",0.7
-1.1,2.9,1,1000,"rv","DEM","true","true",55.2
-1.1,2.9,1,1000,"rv","REP","true","true",44.8
0,0,1,802,"lv","DEM","true","true",46
0,0,1,802,"lv","REP","true","true",54
0,0,1,802,"lv","DEM","true","true",40
0,0,1,802,"lv","REP","true","true",48
0,0,1,802,"lv","IND","true","true",7
0,0,1,802,"lv","GRE","true","true",3
0,0,1,802,"lv","IND","true","true",2
-0.3,1.9,1,3996,"rv","DEM","true","true",45
-0.3,1.9,1,3996,"rv","REP","true","true",45
-0.3,1.9,2,4000,"rv","DEM","true","true",42
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.3,1.9,2,10721,"rv","DEM","true","true",42
-0.3,1.9,2,10721,"rv","REP","true","true",44
-1.1,3,3,1547,"rv","DEM","true","true",40
-1.1,3,3,1547,"rv","REP","true","true",41
-1.1,3,3,1547,"rv","IND","true","true",4
-1.1,3,3,1547,"rv","IND","true","true",1
-1.1,3,3,1547,"rv","GRE","true","true",1
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-1.1,2.9,3,1000,"rv","DEM","true","true",41
-1.1,2.9,3,1000,"rv","REP","true","true",41
0,2,2,883,"lv","DEM","true","true",42
0,2,2,883,"lv","REP","true","true",43
0,2,2,883,"lv","DEM","true","true",37
0,2,2,883,"lv","REP","true","true",39
0,2,2,883,"lv","IND","true","true",9
0,2,2,883,"lv","GRE","true","true",2
0,2,2,883,"lv","IND","true","true",2
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
0.1,1.1,3,601,"lv","DEM","true","true",37
0.1,1.1,3,601,"lv","REP","true","true",40
0.1,1.1,3,601,"lv","IND","true","true",9
0.1,1.1,3,601,"lv","IND","true","true",2
0.1,1.1,3,601,"lv","GRE","true","true",1
0.1,1.1,3,601,"lv","DEM","true","true",44
0.1,1.1,3,601,"lv","REP","true","true",47
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-1.1,2.9,2,1100,"rv","DEM","true","true",49.9
-1.1,2.9,2,1100,"rv","REP","true","true",50.1
-1.1,2.9,2,1100,"rv","DEM","true","true",38.7
-1.1,2.9,2,1100,"rv","REP","true","true",43.8
-1.1,2.9,2,1100,"rv","IND","true","true",5.9
-1.1,2.9,2,1100,"rv","IND","true","true",1
-1.1,2.9,2,1100,"rv","GRE","true","true",0.9
1.6,0.5,2,1000,"lv","DEM","true","true",44
1.6,0.5,2,1000,"lv","REP","true","true",46
1.6,0.5,2,1000,"lv","DEM","true","true",38
1.6,0.5,2,1000,"lv","REP","true","true",42
1.6,0.5,2,1000,"lv","IND","true","true",9
1.6,0.5,2,1000,"lv","GRE","true","true",2
1.6,0.5,2,1000,"lv","IND","true","true",2
1.6,0.5,2,1000,"lv","LIB","true","true",1
-0.9,2.9,2,1122,"rv","DEM","true","false",50
-0.9,2.9,2,1122,"rv","REP","true","false",48
-0.9,2.9,2,1122,"rv","DEM","true","false",40
-0.9,2.9,2,1122,"rv","REP","true","false",44
-0.9,2.9,2,1122,"rv","IND","true","false",8
-0.9,2.9,2,1122,"rv","IND","true","false",2
-0.9,2.9,2,1122,"rv","GRE","true","false",3
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
-0.3,1.9,2,4000,"rv","DEM","true","true",43
-0.3,1.9,2,4000,"rv","REP","true","true",44
0,0,5,400,"lv","DEM","true","true",42
0,0,5,400,"lv","REP","true","true",37
0,0,5,400,"lv","IND","true","true",13
-0.2,2.4,1,697,"lv","DEM","true","false",47
-0.2,2.4,1,697,"lv","REP","true","false",49
-0.2,2.4,1,697,"lv","DEM","true","false",45
-0.2,2.4,1,697,"lv","REP","true","false",46
-0.2,2.4,1,697,"lv","IND","true","false",5
-0.2,2.4,1,697,"lv","GRE","true","false",1
-0.2,2.4,1,697,"lv","IND","true","false",1
